date,dateHijri,adhanFajr,iqamaFajr,shourouk,adhanDhuhr,iqamaDhuhr,adhanAsr,iqamaAsr,adhanMaghrib,iqamaMaghrib,adhanIsha,iqamaIsha,Jumua1,Jumua2
12/07/2020,"AlEthnien, 07 Thoul Hijjah, 2020",5:53 AM,6:30 AM,7:21 AM,11:47 AM,1:15 PM,2:28 PM,2:45 PM,4:14 PM,4:14 PM,5:40 PM,7:30 PM,12:15 PM,1:15 PM
12/08/2020,"AthThulatha, 08 Thoul Hijjah, 2020",5:53 AM,6:30 AM,7:22 AM,11:47 AM,1:15 PM,2:28 PM,2:45 PM,4:14 PM,4:14 PM,5:41 PM,7:30 PM,12:15 PM,1:15 PM
12/09/2020,"AlArbia'a, 09 Thoul Hijjah, 2020",5:54 AM,6:30 AM,7:22 AM,11:47 AM,1:15 PM,2:28 PM,2:45 PM,4:14 PM,4:14 PM,5:41 PM,7:30 PM,12:15 PM,1:15 PM
12/10/2020,"AlKhamis, 10 Thoul Hijjah, 2020",5:55 AM,6:30 AM,7:23 AM,11:48 AM,1:15 PM,2:28 PM,2:45 PM,4:14 PM,4:14 PM,5:41 PM,7:30 PM,12:15 PM,1:15 PM
12/11/2020,"AlJumaa, 11 Thoul Hijjah, 2020",5:56 AM,6:30 AM,7:24 AM,11:48 AM,1:15 PM,2:28 PM,2:45 PM,4:14 PM,4:14 PM,5:41 PM,8:00 PM,12:15 PM,1:15 PM
12/12/2020,"AsSabt, 12 Thoul Hijjah, 2020",5:57 AM,6:30 AM,7:25 AM,11:49 AM,1:15 PM,2:28 PM,2:45 PM,4:14 PM,4:14 PM,5:41 PM,7:30 PM,12:15 PM,1:15 PM
12/13/2020,"AlAhad, 13 Thoul Hijjah, 2020",5:57 AM,6:30 AM,7:26 AM,11:49 AM,1:15 PM,2:28 PM,2:45 PM,4:15 PM,4:15 PM,5:41 PM,7:30 PM,12:15 PM,1:15 PM
12/14/2020,"AlEthnien, 14 Thoul Hijjah, 2020",5:58 AM,6:30 AM,7:27 AM,11:50 AM,1:15 PM,2:29 PM,2:45 PM,4:15 PM,4:15 PM,5:42 PM,7:30 PM,12:15 PM,1:15 PM
12/15/2020,"AthThulatha, 15 Thoul Hijjah, 2020",5:59 AM,6:30 AM,7:27 AM,11:50 AM,1:15 PM,2:29 PM,2:45 PM,4:15 PM,4:15 PM,5:42 PM,7:30 PM,12:15 PM,1:15 PM
12/16/2020,"AlArbia'a, 16 Thoul Hijjah, 2020",5:59 AM,6:30 AM,7:28 AM,11:51 AM,1:15 PM,2:29 PM,2:45 PM,4:15 PM,4:15 PM,5:42 PM,7:30 PM,12:15 PM,1:15 PM
12/17/2020,"AlKhamis, 17 Thoul Hijjah, 2020",6:00 AM,6:30 AM,7:29 AM,11:51 AM,1:15 PM,2:29 PM,2:45 PM,4:16 PM,4:16 PM,5:43 PM,7:30 PM,12:15 PM,1:15 PM
12/18/2020,"AlJumaa, 18 Thoul Hijjah, 2020",6:01 AM,6:30 AM,7:29 AM,11:52 AM,1:15 PM,2:30 PM,2:45 PM,4:16 PM,4:16 PM,5:43 PM,8:00 PM,12:15 PM,1:15 PM
12/19/2020,"AsSabt, 19 Thoul Hijjah, 2020",6:01 AM,6:30 AM,7:30 AM,11:52 AM,1:15 PM,2:30 PM,2:45 PM,4:16 PM,4:16 PM,5:43 PM,7:30 PM,12:15 PM,1:15 PM
12/20/2020,"AlAhad, 20 Thoul Hijjah, 2020",6:02 AM,6:30 AM,7:31 AM,11:53 AM,1:15 PM,2:31 PM,2:45 PM,4:17 PM,4:17 PM,5:44 PM,7:30 PM,12:15 PM,1:15 PM
12/21/2020,"AlEthnien, 21 Thoul Hijjah, 2020",6:02 AM,6:30 AM,7:31 AM,11:53 AM,1:15 PM,2:31 PM,2:45 PM,4:17 PM,4:17 PM,5:44 PM,7:30 PM,12:15 PM,1:15 PM
12/22/2020,"AthThulatha, 22 Thoul Hijjah, 2020",6:03 AM,6:30 AM,7:32 AM,11:54 AM,1:15 PM,2:32 PM,2:45 PM,4:18 PM,4:18 PM,5:45 PM,7:30 PM,12:15 PM,1:15 PM
12/23/2020,"AlArbia'a, 23 Thoul Hijjah, 2020",6:03 AM,6:30 AM,7:32 AM,11:54 AM,1:15 PM,2:32 PM,2:45 PM,4:18 PM,4:18 PM,5:46 PM,7:30 PM,12:15 PM,1:15 PM
12/24/2020,"AlKhamis, 24 Thoul Hijjah, 2020",6:03 AM,6:30 AM,7:32 AM,11:55 AM,1:15 PM,2:33 PM,2:45 PM,4:19 PM,4:19 PM,5:46 PM,7:30 PM,12:15 PM,1:15 PM
12/25/2020,"AlJumaa, 25 Thoul Hijjah, 2020",6:04 AM,6:30 AM,7:33 AM,11:55 AM,1:15 PM,2:34 PM,2:45 PM,4:20 PM,4:20 PM,5:47 PM,8:00 PM,12:15 PM,1:15 PM
12/26/2020,"AsSabt, 26 Thoul Hijjah, 2020",6:04 AM,6:30 AM,7:33 AM,11:56 AM,1:15 PM,2:34 PM,2:45 PM,4:20 PM,4:20 PM,5:47 PM,7:30 PM,12:15 PM,1:15 PM
12/27/2020,"AlAhad, 27 Thoul Hijjah, 2020",6:04 AM,6:30 AM,7:33 AM,11:56 AM,1:15 PM,2:35 PM,2:45 PM,4:21 PM,4:21 PM,5:48 PM,7:30 PM,12:15 PM,1:15 PM
12/28/2020,"AlEthnien, 28 Thoul Hijjah, 2020",6:05 AM,6:30 AM,7:34 AM,11:57 AM,1:15 PM,2:36 PM,2:45 PM,4:22 PM,4:22 PM,5:49 PM,7:30 PM,12:15 PM,1:15 PM
12/29/2020,"AthThulatha, 29 Thoul Hijjah, 2020",6:05 AM,6:30 AM,7:34 AM,11:57 AM,1:15 PM,2:37 PM,2:45 PM,4:23 PM,4:23 PM,5:50 PM,7:30 PM,12:15 PM,1:15 PM
12/30/2020,"AlArbia'a, 30 Thoul Hijjah, 2020",6:05 AM,6:30 AM,7:34 AM,11:58 AM,1:15 PM,2:38 PM,2:45 PM,4:24 PM,4:24 PM,5:50 PM,7:30 PM,12:15 PM,1:15 PM
12/31/2020,"AlKhamis, 31 Thoul Hijjah, 2020",6:05 AM,6:30 AM,7:34 AM,11:58 AM,1:15 PM,2:38 PM,2:45 PM,4:25 PM,4:25 PM,5:51 PM,7:30 PM,12:15 PM,1:15 PM
